"","firstName","gender","numberChildren.x","numberChildren.y"
"15195","Kristine","F",79,77
"15196","Kristof","M",9,11
"15197","Kristofer","M",52,50
"15198","Kristoff","M",27,41
"15199","Kristoffer","M",21,19
"15200","Kristopher","M",343,455
"15201","Kristy","F",60,50
"15202","Kristyana","F",7,9
"15203","Kristyn","F",21,29
"15204","Krithi","F",25,25
"15205","Krithik","M",29,22
"15206","Krithika","F",11,14
"15207","Kriti","F",38,36
"15208","Kritika","F",10,10
"15209","Kriya","F",9,9
"15210","Kriyansh","M",5,7
"15211","Krosby","M",9,16
"15212","Kross","M",26,18
"15213","Kroy","M",49,51
"15214","Krrish","M",5,7
"15215","Kru","M",12,17
"15216","Krue","M",43,44
"15217","Krupa","F",5,6
"15218","Kruz","M",121,144
"15219","Kruze","M",42,42
"15220","Krysta","F",18,18
"15221","Krystal","F",218,225
"15222","Krystel","F",27,16
"15223","Krystelle","F",6,7
"15224","Krysten","F",14,16
"15225","Krystian","M",40,31
"15226","Krystiana","F",8,22
"15227","Krystin","F",6,7
"15228","Krystina","F",18,29
"15229","Krystle","F",5,6
"15230","Krystopher","M",9,13
"15231","Ksenia","F",34,19
"15232","Kseniya","F",5,8
"15233","Kshawn","M",6,9
"15234","Kullen","M",39,36
"15235","Kunal","M",6,10
"15236","Kurt","M",122,121
"15237","Kurtis","M",84,78
"15238","Kush","M",22,35
"15239","Kushal","M",15,21
"15240","Kushi","F",5,9
"15241","Kutler","M",12,11
"15242","Kutter","M",28,20
"15243","Kuzey","M",15,11
"15244","Kwabena","M",16,12
"15245","Kwadwo","M",8,5
"15246","Kwaku","M",12,6
"15247","Kwame","M",51,35
"15248","Kwasi","M",9,10
"15249","Kween","F",7,6
"15250","Kweli","M",12,10
"15251","Kwesi","M",7,10
"15252","Kwynn","F",14,10
"15253","Ky","F",6,5
"15254","Ky","M",23,24
"15255","Kya","F",203,159
"15256","Kyah","F",129,105
"15257","Kyair","M",18,20
"15258","Kyaire","M",42,25
"15259","Kyan","M",155,153
"15260","Kyana","F",22,25
"15261","Kyani","F",9,9
"15262","Kyann","F",9,9
"15263","Kyanna","F",25,16
"15264","Kyara","F",62,72
"15265","Kyasia","F",10,19
"15266","Kyce","M",10,17
"15267","Kycen","M",11,10
"15268","Kydan","M",7,6
"15269","Kyden","M",87,87
"15270","Kye","F",13,10
"15271","Kye","M",348,209
"15272","Kyel","M",9,9
"15273","Kyelle","F",8,12
"15274","Kyen","M",13,8
"15275","Kyera","F",5,8
"15276","Kyeson","M",15,9
"15277","Kyi","M",10,12
"15278","Kyia","F",17,26
"15279","Kyiah","F",27,27
"15280","Kyian","M",12,18
"15281","Kyilee","F",14,8
"15282","Kyion","M",28,9
"15283","Kyla","F",882,915
"15284","Kylah","F",245,227
"15285","Kylan","F",41,41
"15286","Kylan","M",435,385
"15287","Kyland","M",33,36
"15288","Kylani","F",14,13
"15289","Kylar","F",76,59
"15290","Kylar","M",111,102
"15291","Kyle","F",43,60
"15292","Kyle","M",2018,2385
"15293","Kylea","F",15,29
"15294","Kyleah","F",37,33
"15295","Kylee","F",1073,1388
"15296","Kylee","M",8,11
"15297","Kyleen","F",10,11
"15298","Kylei","F",39,48
"15299","Kyleigh","F",641,855
"15300","Kyleigha","F",10,11
"15301","Kylen","F",30,19
"15302","Kylen","M",189,209
"15303","Kylene","F",13,11
"15304","Kyler","F",80,94
"15305","Kyler","M",1176,1286
"15306","Kyley","F",18,18
"15307","Kyli","F",35,53
"15308","Kylia","F",18,14
"15309","Kyliah","F",21,22
"15310","Kylian","M",27,12
"15311","Kyliana","F",7,12
"15312","Kylie","F",3396,4149
"15313","Kylie","M",5,5
"15314","Kylieann","F",7,13
"15315","Kyliee","F",46,58
"15316","Kyliegh","F",22,20
"15317","Kylin","F",56,68
"15318","Kylin","M",78,78
"15319","Kylina","F",5,6
"15320","Kylinn","F",19,16
"15321","Kyliyah","F",7,14
"15322","Kyllian","M",26,18
"15323","Kylo","M",238,35
"15324","Kylon","M",54,34
"15325","Kylor","M",19,12
"15326","Kylyn","F",19,10
"15327","Kylynn","F",56,76
"15328","Kymani","F",41,43
"15329","Kymani","M",211,227
"15330","Kymari","F",5,6
"15331","Kymari","M",22,16
"15332","Kymber","F",59,67
"15333","Kymberly","F",10,11
"15334","Kymberlynn","F",6,7
"15335","Kymere","M",7,12
"15336","Kymia","F",8,7
"15337","Kymiah","F",11,6
"15338","Kymier","M",5,5
"15339","Kymir","M",13,12
"15340","Kymoni","F",5,8
"15341","Kymoni","M",17,11
"15342","Kymora","F",22,11
"15343","Kyna","F",17,13
"15344","Kynadee","F",15,25
"15345","Kynadi","F",6,12
"15346","Kynadie","F",7,7
"15347","Kynan","M",6,9
"15348","Kyndal","F",139,176
"15349","Kyndall","F",247,288
"15350","Kyndel","F",11,20
"15351","Kyndell","F",20,39
"15352","Kyndle","F",16,21
"15353","Kyndra","F",14,14
"15354","Kynedi","F",16,23
"15355","Kyng","M",183,100
"15356","Kyngston","M",53,39
"15357","Kynlea","F",8,6
"15358","Kynlee","F",364,436
"15359","Kynlei","F",13,14
"15360","Kynleigh","F",143,154
"15361","Kynley","F",39,46
"15362","Kynli","F",19,21
"15363","Kynlie","F",41,39
"15364","Kynnadi","F",13,15
"15365","Kynnedi","F",60,69
"15366","Kynnedy","F",24,19
"15367","Kynnlee","F",8,6
"15368","Kynslee","F",179,153
"15369","Kynslei","F",8,8
"15370","Kynsleigh","F",36,37
"15371","Kynsley","F",77,65
"15372","Kynsli","F",6,11
"15373","Kynslie","F",30,28
"15374","Kynzee","F",8,9
"15375","Kynzi","F",10,14
"15376","Kynzie","F",40,43
"15377","Kynzlee","F",85,91
"15378","Kynzleigh","F",43,35
"15379","Kynzley","F",13,17
"15380","Kynzli","F",8,7
"15381","Kynzlie","F",15,18
"15382","Kyo","M",5,8
"15383","Kyomi","F",6,6
"15384","Kyon","M",51,16
"15385","Kyonna","F",6,8
"15386","Kypton","M",10,15
"15387","Kyra","F",568,648
"15388","Kyrah","F",70,71
"15389","Kyran","M",127,108
"15390","Kyre","M",20,19
"15391","Kyree","F",42,39
"15392","Kyree","M",403,361
"15393","Kyreese","M",10,6
"15394","Kyrell","M",25,29
"15395","Kyren","F",6,6
"15396","Kyren","M",181,154
"15397","Kyrese","M",11,19
"15398","Kyri","F",25,20
"15399","Kyri","M",14,19
"15400","Kyria","F",13,21
"15401","Kyrian","M",27,32
"15402","Kyriana","F",6,8
"15403","Kyrianna","F",8,7
"15404","Kyrie","F",195,178
"15405","Kyrie","M",1256,1031
"15406","Kyriee","M",13,6
"15407","Kyriel","F",5,6
"15408","Kyrielle","F",16,19
"15409","Kyrillos","M",14,12
"15410","Kyrin","F",7,7
"15411","Kyrin","M",98,106
"15412","Kyro","M",44,24
"15413","Kyron","M",131,151
"15414","Kyros","M",12,11
"15415","Kyrsten","F",10,17
"15416","Kyrus","M",9,7
"15417","Kysa","F",9,7
"15418","Kysen","M",98,79
"15419","Kyser","M",31,21
"15420","Kyshaun","M",7,9
"15421","Kyshawn","M",5,11
"15422","Kyson","M",557,532
"15423","Kyston","M",10,8
"15424","Kytzia","F",7,6
"15425","Kyus","M",8,7
"15426","Kyven","M",7,5
"15427","Kyzen","M",9,12
"15428","Kyzer","M",108,100
"15429","Laakea","M",6,10
"15430","Laasya","F",10,20
"15431","Labella","F",15,9
"15432","Labria","F",7,6
"15433","Lacee","F",23,37
"15434","Lacey","F",634,671
"15435","Lachelle","F",8,9
"15436","Lachlan","F",15,16
"15437","Lachlan","M",351,310
"15438","Lachlyn","F",14,20
"15439","Laci","F",90,131
"15440","Lacie","F",120,139
"15441","Lacy","F",117,156
"15442","Lada","F",9,6
"15443","Ladarion","M",5,5
"15444","Ladarius","M",44,47
"15445","Ladarrius","M",11,12
"15446","Ladd","M",16,17
"15447","Ladell","M",6,10
"15448","Laden","M",5,6
"15449","Ladon","M",15,12
"15450","Ladonna","F",11,11
"15451","Lady","F",48,10
"15452","Laekyn","F",20,15
"15453","Lael","F",59,77
"15454","Lael","M",33,33
"15455","Laela","F",60,46
"15456","Laelah","F",35,32
"15457","Laelani","F",6,11
"15458","Laelia","F",17,11
"15459","Laelle","F",16,10
"15460","Laelyn","F",17,6
"15461","Laelynn","F",13,22
"15462","Lafayette","M",14,10
"15463","Lahari","F",8,5
"15464","Lahela","F",5,7
"15465","Lahna","F",30,25
"15466","Laia","F",55,45
"15467","Laiah","F",19,24
"15468","Laiana","F",10,13
"15469","Laianna","F",9,9
"15470","Laiba","F",25,27
"15471","Laiden","M",18,23
"15472","Laiken","F",88,59
"15473","Laiken","M",31,22
"15474","Laiklyn","F",20,29
"15475","Laiklynn","F",7,8
"15476","Laikyn","F",124,101
"15477","Laikynn","F",26,23
"15478","Laila","F",1937,1884
"15479","Lailah","F",396,405
"15480","Lailana","F",6,5
"15481","Lailani","F",107,95
"15482","Lailanie","F",8,9
"15483","Lailany","F",7,12
"15484","Lailoni","F",10,10
"15485","Lailyn","F",13,10
"15486","Lailynn","F",15,13
"15487","Lain","M",12,17
"15488","Laina","F",95,102
"15489","Laine","F",92,85
"15490","Laine","M",30,33
"15491","Lainee","F",39,30
"15492","Lainey","F",571,527
"15493","Laini","F",9,9
"15494","Lainie","F",29,27
"15495","Lainy","F",6,9
"15496","Laionna","F",7,5
"15497","Laird","M",12,9
"15498","Laisha","F",14,20
"15499","Laith","M",125,127
"15500","Laithan","M",8,13
"15501","Laityn","F",20,19
"15502","Laiya","F",30,25
"15503","Laiyah","F",81,112
"15504","Laiyla","F",16,14
"15505","Laiylah","F",7,5
"15506","Lajuan","M",7,8
"15507","Lakai","F",6,8
"15508","Lakai","M",23,32
"15509","Lakayla","F",16,28
"15510","Lake","F",43,48
"15511","Lake","M",62,64
"15512","Lakeisha","F",6,6
"15513","Lakeland","M",7,11
"15514","Lakely","F",24,17
"15515","Lakelyn","F",100,99
"15516","Lakelynn","F",55,44
"15517","Laken","F",169,133
"15518","Laken","M",90,108
"15519","Lakendrick","M",12,9
"15520","Lakenya","F",6,7
"15521","Lakenzie","F",7,5
"15522","Lakeyn","F",14,9
"15523","Lakia","F",6,5
"15524","Lakin","F",24,32
"15525","Lakin","M",18,25
"15526","Lakiya","F",5,8
"15527","Laklyn","F",6,7
"15528","Lakoda","M",9,13
"15529","Lakota","F",38,47
"15530","Lakota","M",41,44
"15531","Laksh","M",15,30
"15532","Lakshana","F",6,5
"15533","Lakshmi","F",29,30
"15534","Lakshya","M",5,7
"15535","Lakyn","F",143,151
"15536","Lakyn","M",8,8
"15537","Lakynn","F",39,59
"15538","Lala","F",9,9
"15539","Lalah","F",14,14
"15540","Lalani","F",13,13
"15541","Lalia","F",6,10
"15542","Lam","M",17,8
"15543","Lama","F",15,11
"15544","Lamar","F",59,60
"15545","Lamar","M",228,275
"15546","Lamarcus","M",32,45
"15547","Lamari","F",6,8
"15548","Lamari","M",22,20
"15549","Lamaria","F",7,8
"15550","Lamarion","M",33,33
"15551","Lamarr","M",21,21
"15552","Lamaya","F",21,19
"15553","Lambert","M",12,15
"15554","Lamees","F",23,16
"15555","Lamel","M",5,6
"15556","Lamia","F",35,35
"15557","Lamiah","F",16,17
"15558","Lamichael","M",8,8
"15559","Lamin","M",14,7
"15560","Lamine","M",12,12
"15561","Lamir","M",25,22
"15562","Lamis","F",9,5
"15563","Lamiya","F",21,34
"15564","Lamiyah","F",49,50
"15565","Lamon","M",7,5
"15566","Lamond","M",7,5
"15567","Lamont","M",115,120
"15568","Lamonte","M",33,24
"15569","Lamya","F",49,64
"15570","Lamyah","F",11,21
"15571","Lamyia","F",11,14
"15572","Lamyiah","F",5,5
"15573","Lan","F",6,5
"15574","Lana","F",841,920
"15575","Lanae","F",43,41
"15576","Lanah","F",27,29
"15577","Lanai","F",12,16
"15578","Lanaiya","F",5,8
"15579","Lanasia","F",10,9
"15580","Lanay","F",15,13
"15581","Lanaya","F",39,32
"15582","Lanayah","F",12,12
"15583","Lance","M",433,452
"15584","Lancelot","M",9,11
"15585","Landan","M",65,75
"15586","Landen","F",10,9
"15587","Landen","M",812,1005
"15588","Lander","M",17,29
"15589","Landin","M",61,66
"15590","Landis","M",34,20
"15591","Lando","M",20,14
"15592","Landon","F",53,32
"15593","Landon","M",6987,7918
"15594","Landree","F",59,42
"15595","Landrey","F",21,19
"15596","Landri","F",52,50
"15597","Landrie","F",79,62
"15598","Landry","F",327,297
"15599","Landry","M",285,261
"15600","Landy","F",5,7
"15601","Landyn","F",76,76
"15602","Landyn","M",559,673
"15603","Landynn","M",9,16
"15604","Lane","F",85,98
"15605","Lane","M",1224,1206
"15606","Lanea","F",7,16
"15607","Lanee","F",10,9
"15608","Lanessa","F",9,7
"15609","Lanette","F",6,5
"15610","Laney","F",366,442
"15611","Langdon","M",15,19
"15612","Langley","F",34,38
"15613","Langley","M",6,7
"15614","Langston","F",20,19
"15615","Langston","M",400,364
"15616","Lani","F",78,66
"15617","Lania","F",13,19
"15618","Laniah","F",26,31
"15619","Lanie","F",84,101
"15620","Laniece","F",8,7
"15621","Lanier","F",9,9
"15622","Lanier","M",5,5
"15623","Lanita","F",6,11
"15624","Laniya","F",95,116
"15625","Laniyah","F",144,189
"15626","Lanna","F",38,29
"15627","Lannah","F",8,10
"15628","Lannie","F",5,7
"15629","Lanora","F",15,13
"15630","Lanson","M",8,6
"15631","Lanya","F",19,23
"15632","Lanyah","F",7,15
"15633","Lanyia","F",8,7
"15634","Lanyiah","F",10,13
"15635","Lanyla","F",8,13
"15636","Laquan","M",32,28
"15637","Lara","F",377,342
"15638","Larae","F",15,9
"15639","Larah","F",7,6
"15640","Laramie","F",35,21
"15641","Laramie","M",28,25
"15642","Laraya","F",11,7
"15643","Larayah","F",10,10
"15644","Lareen","F",33,34
"15645","Lareina","F",20,14
"15646","Larell","M",7,8
"15647","Larenz","M",12,17
"15648","Larenzo","M",21,20
"15649","Lariah","F",48,57
"15650","Larimar","F",6,7
"15651","Larisa","F",21,14
"15652","Larissa","F",178,216
"15653","Lariya","F",9,18
"15654","Lariyah","F",48,47
"15655","Lark","F",40,38
"15656","Larken","M",5,5
"15657","Larkin","F",93,81
"15658","Larkin","M",53,42
"15659","Larkyn","F",29,22
"15660","Laron","M",53,50
"15661","Larose","F",9,10
"15662","Laroy","M",7,5
"15663","Larry","M",442,513
"15664","Lars","M",109,91
"15665","Larsen","M",12,21
"15666","Larson","F",7,10
"15667","Larson","M",46,37
"15668","Larsyn","F",5,6
"15669","Larue","F",8,7
"15670","Larue","M",6,7
"15671","Laryah","F",10,11
"15672","Laryiah","F",7,9
"15673","Laryn","F",9,6
"15674","Laryssa","F",9,15
"15675","Lasean","M",5,10
"15676","Lashae","F",12,14
"15677","Lashaun","M",13,17
"15678","Lashawn","F",6,6
"15679","Lashawn","M",38,34
"15680","Lashawna","F",7,8
"15681","Lashay","F",19,19
"15682","Lashea","F",5,5
"15683","Lashon","M",6,8
"15684","Lashonda","F",5,9
"15685","Lason","M",6,5
"15686","Lasya","F",20,22
"15687","Laszlo","M",28,23
"15688","Latasha","F",11,11
"15689","Latavia","F",8,14
"15690","Lateen","F",7,5
"15691","Latham","M",16,29
"15692","Lathan","M",170,164
"15693","Lathen","M",9,10
"15694","Lathyn","M",6,6
"15695","Latifa","F",10,9
"15696","Latisha","F",5,12
"15697","Latonya","F",5,5
"15698","Latoya","F",13,21
"15699","Latrell","M",42,38
"15700","Latrice","F",10,10
"15701","Latroy","M",8,9
"15702","Laughlin","M",6,5
"15703","Launa","F",27,21
"15704","Laura","F",958,1005
"15705","Lauralee","F",9,11
"15706","Lauralye","F",6,11
"15707","Lauralynn","F",7,6
"15708","Lauran","F",5,6
"15709","Laureen","F",15,7
"15710","Laurel","F",456,368
"15711","Laurelai","F",13,8
"15712","Laurelei","F",8,9
"15713","Laureli","F",5,9
"15714","Laurelin","F",7,5
"15715","Lauren","F",2311,2686
"15716","Lauren","M",8,7
"15717","Laurence","M",55,59
"15718","Laurent","M",11,12
"15719","Lauretta","F",12,7
"15720","Lauriana","F",9,6
"15721","Laurie","F",46,70
"15722","Lauriel","F",14,11
"15723","Lauro","M",13,19
"15724","Lauryn","F",585,620
"15725","Laurynn","F",34,27
"15726","Lavada","F",7,8
"15727","Lavaeh","F",11,8
"15728","Lavanya","F",7,10
"15729","Lavar","M",15,11
"15730","Lavaya","F",10,7
"15731","Lavayah","F",7,16
"15732","Laveah","F",17,28
"15733","Lavell","M",25,36
"15734","Lavelle","M",23,22
"15735","Lavender","F",82,61
"15736","Laveon","M",6,5
"15737","Lavern","M",20,20
"15738","Laverne","M",6,10
"15739","Lavi","M",17,10
"15740","Lavin","M",11,7
"15741","Lavina","F",27,38
"15742","Lavinia","F",75,63
"15743","Lavon","M",49,57
"15744","Lavonna","F",13,6
"15745","Lavontae","M",9,8
"15746","Lavonte","M",17,22
"15747","Law","M",11,6
"15748","Lawaia","M",5,5
"15749","Lawren","F",17,17
"15750","Lawrence","M",612,582
"15751","Lawsen","M",14,18
"15752","Lawson","F",27,29
"15753","Lawson","M",705,698
"15754","Lawsyn","F",7,7
"15755","Lawsyn","M",14,8
"15756","Lawton","M",32,37
"15757","Laxmi","F",5,7
"15758","Laya","F",99,98
"15759","Layaan","F",12,5
"15760","Layah","F",91,74
"15761","Layal","F",37,34
"15762","Layali","F",13,7
"15763","Layan","F",174,159
"15764","Layana","F",35,28
"15765","Layani","F",17,13
"15766","Layann","F",11,6
"15767","Layanna","F",24,20
"15768","Laycee","F",31,26
"15769","Laycie","F",20,18
"15770","Layden","F",5,6
"15771","Layden","M",49,73
"15772","Laydon","M",7,5
"15773","Layia","F",7,5
"15774","Layiah","F",5,6
"15775","Layken","F",65,56
"15776","Layken","M",22,19
"15777","Laykin","F",34,25
"15778","Laykyn","F",6,6
"15779","Layla","F",6234,6314
"15780","Laylaa","F",9,6
"15781","Laylah","F",429,403
"15782","Laylana","F",6,5
"15783","Laylani","F",136,109
"15784","Laylanie","F",26,20
"15785","Laylee","F",15,15
"15786","Layleigh","F",6,8
"15787","Layliana","F",11,13
"15788","Laylianna","F",7,8
"15789","Layloni","F",15,13
"15790","Laylonie","F",5,10
"15791","Laylonnie","F",9,9
"15792","Laylynn","F",7,6
"15793","Layn","M",6,5
"15794","Layna","F",118,108
"15795","Layne","F",73,90
"15796","Layne","M",337,350
"15797","Laynee","F",59,65
"15798","Layney","F",7,6
"15799","Layni","F",13,21
"15800","Laynie","F",65,78
"15801","Layonna","F",16,18
"15802","Laysha","F",12,16
"15803","Layson","M",19,18
"15804","Layten","M",10,32
"15805","Layth","M",38,37
"15806","Laythan","M",15,11
"15807","Laytin","M",5,9
"15808","Layton","F",42,56
"15809","Layton","M",417,522
"15810","Lazar","M",11,23
"15811","Lazaria","F",10,21
"15812","Lazariah","F",9,9
"15813","Lazaro","M",94,87
"15814","Lazarus","M",133,117
"15815","Lazer","M",41,29
"15816","Laziyah","F",7,5
"15817","Lazlo","M",11,6
"15818","Lea","F",419,380
"15819","Leaf","M",11,6
"15820","Leah","F",5380,5606
"15821","Leahmarie","F",8,10
"15822","Leahna","F",9,13
"15823","Leala","F",8,10
"15824","Leam","M",22,19
"15825","Leamarie","F",5,5
"15826","Leamsi","F",5,5
"15827","Lean","F",7,7
"15828","Lean","M",8,14
"15829","Leana","F",65,71
"15830","Leanah","F",6,6
"15831","Leander","M",83,73
"15832","Leandra","F",58,50
"15833","Leandre","M",27,35
"15834","Leandrew","M",6,6
"15835","Leandro","M",357,298
"15836","Leani","F",8,11
"15837","Leann","F",68,81
"15838","Leanna","F",354,368
"15839","Leannah","F",13,15
"15840","Leanne","F",128,116
"15841","Leannie","F",5,8
"15842","Leanora","F",19,14
"15843","Leara","F",12,5
"15844","Leart","M",6,7
"15845","Leasia","F",26,35
"15846","Leba","F",10,5
"15847","Lebron","M",29,35
"15848","Leda","F",24,27
"15849","Leddy","F",11,7
"15850","Ledger","M",161,159
"15851","Lee","F",31,24
"15852","Lee","M",382,372
"15853","Leea","F",5,13
"15854","Leeah","F",49,51
"15855","Leeam","M",27,27
"15856","Leeana","F",25,29
"15857","Leeani","F",8,12
"15858","Leeann","F",69,61
"15859","Leeanna","F",46,49
"15860","Leeanne","F",13,15
"15861","Leeba","F",18,20
"15862","Leela","F",231,204
"15863","Leelah","F",27,23
"15864","Leelan","M",31,44
"15865","Leeland","M",143,132
"15866","Leeloo","F",11,6
"15867","Leelyn","F",5,5
"15868","Leelyn","M",9,8
"15869","Leelynd","M",7,8
"15870","Leelynn","M",12,12
"15871","Leen","F",109,99
"15872","Leena","F",188,196
"15873","Leenah","F",12,8
"15874","Leeroy","M",25,30
"15875","Leevi","M",36,39
"15876","Leeya","F",19,18
"15877","Leeyah","F",25,23
"15878","Legacee","F",14,5
"15879","Legaci","F",26,23
"15880","Legacie","F",18,13
"15881","Legacy","F",250,163
"15882","Legacy","M",77,59
"15883","Legend","F",70,52
"15884","Legend","M",1130,810
"15885","Legion","M",19,21
"15886","Legna","F",6,11
"15887","Lehi","M",10,13
"15888","Lehua","F",5,5
"15889","Leia","F",1005,762
"15890","Leiah","F",63,50
"15891","Leialoha","F",7,7
"15892","Leiam","M",11,13
"15893","Leiana","F",43,47
"15894","Leianah","F",6,5
"15895","Leiani","F",25,19
"15896","Leiann","F",6,6
"15897","Leianna","F",28,28
"15898","Leib","M",11,12
"15899","Leibish","M",10,9
"15900","Leiby","M",5,7
"15901","Leidy","F",45,28
"15902","Leif","M",211,187
"15903","Leigh","F",62,47
"15904","Leigh","M",5,7
"15905","Leigha","F",136,162
"15906","Leighana","F",14,15
"15907","Leighann","F",25,28
"15908","Leighanna","F",40,30
"15909","Leighla","F",48,39
"15910","Leighlani","F",6,10
"15911","Leighton","F",754,678
"15912","Leighton","M",261,261
"15913","Leightyn","F",15,18
"15914","Leila","F",1383,1303
"15915","Leilah","F",176,196
"15916","Leilana","F",25,34
"15917","Leiland","M",29,30
"15918","Leilanee","F",8,8
"15919","Leilani","F",1959,1794
"15920","Leilanie","F",46,45
"15921","Leilanii","F",6,6
"15922","Leilanni","F",27,18
"15923","Leilanny","F",11,10
"15924","Leilany","F",189,175
"15925","Leiliana","F",12,17
"15926","Leiloni","F",18,13
"15927","Leina","F",25,27
"15928","Leira","F",17,13
"15929","Leire","F",7,14
"15930","Leisel","F",6,11
"15931","Leith","M",12,10
"15932","Leiya","F",18,11
"15933","Leiyah","F",16,18
"15934","Lejend","M",15,5
"15935","Lejla","F",24,25
"15936","Lela","F",148,146
"15937","Lelah","F",19,20
"15938","Lelan","M",28,19
"15939","Leland","F",13,11
"15940","Leland","M",753,849
"15941","Lelani","F",14,23
"15942","Lelia","F",34,39
"15943","Leliana","F",34,32
"15944","Lemar","M",19,9
"15945","Lemon","F",26,8
"15946","Lemuel","M",48,72
"15947","Len","M",10,12
"15948","Lena","F",1134,1160
"15949","Lenae","F",8,7
"15950","Lenah","F",12,10
"15951","Lenard","M",13,17
"15952","Lenayah","F",5,8
"15953","Lendon","M",11,6
"15954","Leni","F",51,40
"15955","Leniel","M",8,6
"15956","Lenin","M",59,66
"15957","Lenise","F",9,7
"15958","Lenix","F",12,9
"15959","Lenix","M",8,11
"15960","Leniyah","F",9,12
"15961","Lenna","F",45,44
"15962","Lennan","F",24,12
"15963","Lennard","M",6,10
"15964","Lennex","F",7,11
"15965","Lennex","M",7,5
"15966","Lenni","F",15,8
"15967","Lennie","F",8,9
"15968","Lennie","M",5,5
"15969","Lennin","M",14,10
"15970","Lennix","F",40,29
"15971","Lennix","M",24,23
"15972","Lennon","F",649,605
"15973","Lennon","M",446,440
"15974","Lennox","F",394,379
"15975","Lennox","M",692,598
"15976","Lenny","F",12,13
"15977","Lenny","M",122,164
"15978","Lennyn","F",45,23
"15979","Lennyx","F",18,12
"15980","Lenora","F",173,131
"15981","Lenorah","F",9,6
"15982","Lenore","F",65,67
"15983","Lenox","F",37,54
"15984","Lenox","M",90,86
"15985","Lenoxx","M",10,6
"15986","Lenya","F",12,7
"15987","Lenyx","F",23,24
"15988","Lenyx","M",6,5
"15989","Leo","F",13,11
"15990","Leo","M",5260,4582
"15991","Leobardo","M",48,38
"15992","Leodan","M",11,6
"15993","Leola","F",15,16
"15994","Leon","M",1303,1133
"15995","Leona","F",501,417
"15996","Leonard","M",446,396
"15997","Leonardo","M",4310,3814
"15998","Leondre","M",15,17
"15999","Leone","F",5,8
"16000","Leone","M",12,23
"16001","Leonel","M",886,819
"16002","Leonela","F",8,12
"16003","Leonell","M",8,10
"16004","Leonella","F",5,5
"16005","Leoni","F",10,14
"16006","Leonid","M",27,17
"16007","Leonidas","M",591,553
"16008","Leonides","M",14,17
"16009","Leonidus","M",12,13
"16010","Leonie","F",63,39
"16011","Leonitus","M",6,8
"16012","Leonna","F",42,31
"16013","Leonor","F",43,40
"16014","Leonora","F",51,47
"16015","Leonore","F",5,7
"16016","Leopold","M",91,92
"16017","Leopoldo","M",41,45
"16018","Leor","M",5,8
"16019","Leora","F",94,86
"16020","Leovanni","M",8,12
"16021","Lera","F",12,13
"16022","Leron","M",17,11
"16023","Leroy","M",227,206
"16024","Les","M",14,10
"16025","Lesean","M",7,9
"16026","Leshawn","M",9,15
"16027","Leslee","F",7,14
"16028","Lesleigh","F",6,5
"16029","Lesley","F",76,96
"16030","Lesley","M",8,6
"16031","Lesli","F",10,25
"16032","Leslie","F",801,878
"16033","Leslie","M",45,54
"16034","Lesly","F",194,230
"16035","Leslye","F",11,7
"16036","Lessly","F",9,8
"16037","Lestat","M",22,13
"16038","Lester","M",102,101
"16039","Leta","F",14,9
"16040","Letha","F",9,8
"16041","Leticia","F",148,154
"16042","Letizia","F",10,14
"16043","Leto","M",8,6
"16044","Letti","F",57,31
"16045","Lettie","F",106,104
"16046","Letty","F",158,128
"16047","Leul","M",18,11
"16048","Lev","M",153,137
"16049","Levan","M",10,6
"16050","Levar","M",11,10
"16051","Leveah","F",5,5
"16052","Leven","M",7,13
"16053","Levent","M",8,13
"16054","Leveon","M",35,21
"16055","Levi","F",63,59
"16056","Levi","M",8009,8280
"16057","Levian","M",7,7
"16058","Leviathan","M",27,44
"16059","Levii","M",19,17
"16060","Levin","M",51,32
"16061","Levina","F",7,8
"16062","Leviticus","M",51,53
"16063","Levon","M",114,109
"16064","Levy","F",15,8
"16065","Levy","M",56,47
"16066","Lewi","M",10,8
"16067","Lewin","M",9,8
"16068","Lewis","M",582,490
"16069","Lex","M",76,67
"16070","Lexa","F",58,42
"16071","Lexander","M",6,6
"16072","Lexani","F",19,24
"16073","Lexee","F",10,9
"16074","Lexi","F",1019,1050
"16075","Lexia","F",15,18
"16076","Lexiana","F",8,5
"16077","Lexianna","F",7,7
"16078","Lexie","F",381,399
"16079","Lexii","F",11,11
"16080","Lexine","F",5,8
"16081","Lexington","F",77,81
"16082","Lexington","M",46,36
"16083","Lexis","F",23,35
"16084","Lexon","M",7,9
"16085","Lexton","M",19,19
"16086","Lexus","F",38,70
"16087","Lexxi","F",6,9
"16088","Lexy","F",76,72
"16089","Leya","F",63,56
"16090","Leyah","F",52,60
"16091","Leyan","F",7,10
"16092","Leyana","F",18,17
"16093","Leyani","F",11,6
"16094","Leyanna","F",19,16
"16095","Leyda","F",8,5
"16096","Leydi","F",25,11
"16097","Leyla","F",399,360
"16098","Leylah","F",62,55
"16099","Leyland","M",19,21
"16100","Leylani","F",103,82
"16101","Leylanie","F",18,25
"16102","Leylany","F",9,11
"16103","Leyna","F",73,72
"16104","Leyonna","F",7,6
"16105","Leyton","F",19,19
"16106","Leyton","M",117,117
"16107","Lezlie","F",7,7
"16108","Lia","F",980,991
"16109","Liah","F",137,119
"16110","Liahm","M",10,9
"16111","Liahna","F",12,13
"16112","Liahona","F",6,5
"16113","Liam","F",19,21
